question_id,question,gold,n_variants,pass1_majority,pass2_majority,pass1_accuracy,pass2_accuracy,pass1_cal_accuracy,pass2_cal_accuracy,stability_score,transition_entropy,improvement_rate,regression_rate,pass1_logodds_mean,pass2_logodds_mean,pass1_commitment_mean,pass2_commitment_mean,response_drift_mean,delta_logodds_mean,delta_commitment_mean,delta_margin_mean,delta_entropy_mean,basin_class
59,Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,no,7,no,no,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.5714285714285714,1.6644977791946904,0.14285714285714285,0.14285714285714285,-2.0847494942493445,-3.105958121039907,0.6857142857142857,0.65,0.1274689991398549,-1.0212086267905622,-0.03571428571428571,1.0212086268833704,-0.033499325803538864,moderately stable basin
60,Is a curling iron necessary in curling?,no,7,no,no,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-2.9719957623269164,-3.421464647085247,0.65,0.6714285714285716,0.24954950747559224,-0.4494688847583301,0.021428571428571432,0.4494688851492746,-0.04024578372417449,stable correct basin
61,Is a jellyfish safe from atherosclerosis?,yes,7,no,no,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.8571428571428572,1.3787834934818475,0.14285714285714285,0.0,-2.3338922772747424,-4.23822729840034,0.65,0.6714285714285715,0.23810617354164343,-1.904335021125598,0.021428571428571432,-1.9043350219726562,-0.18102315694741397,stable but diverse basin
62,Could all of the famous Apollo's hypothetically defeat all of the famous D'Artagnan's?,yes,7,no,no,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.8571428571428572,1.3787834934818475,0.14285714285714285,0.0,-2.465727669809049,-2.794044494574808,0.6357142857142858,0.6785714285714286,0.16668562402450512,-0.32831682476575924,0.042857142857142864,-0.3283168247767857,-0.04669707374780328,stable but diverse basin
63,Would Shaggy and Redenbacher popcorn founder both raise hand during first name roll call?,yes,7,no,no,0.0,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285714,0.591672778579442,0.14285714285714285,0.0,-2.832300458576991,-2.8856233867798826,0.6285714285714284,0.6285714285714287,0.12008629763327276,-0.05332292820289185,0.0,-0.05332292829241071,0.07000869002890385,moderately stable basin
64,Does horseradish have a fetlock?,no,7,no,yes,0.8571428571428571,0.14285714285714285,1.0,1.0,0.2857142857142857,1.1488348542765885,0.0,0.7142857142857143,-2.783572060669427,-3.468286241694559,0.65,0.6785714285714286,0.26896317103637246,-0.6847141810251314,0.02857142857142858,0.6847141810825893,-0.10444852418763029,uncertain basin
65,Does Antarctica have a lot of problems relating to homelessness?,no,7,no,yes,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.4285714285714286,0.9852281360313662,0.0,0.5714285714285714,-2.579401288623835,-3.470778873785124,0.6357142857142858,0.6142857142857142,0.23636271310804277,-0.891377585161289,-0.021428571428571432,0.8913775852748326,-0.08542341796630404,uncertain basin
66,Does Masaharu Morimoto rely on glutamic acid?,yes,7,no,no,0.0,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,0.8631205685637456,0.2857142857142857,0.0,-2.0498046874667786,-3.6887539453058613,0.65,0.6714285714285715,0.1261937367238135,-1.6389492578390825,0.021428571428571432,-1.638949257986886,-0.22537842469925545,moderately stable basin
67,Was the amount of spinach Popeye ate unhealthy?,yes,7,no,no,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.591672778579442,0.14285714285714285,0.0,-2.4882529122107337,-3.2493384223900392,0.6642857142857143,0.6428571428571429,0.11876916626481972,-0.7610855101793053,-0.021428571428571432,-0.7610855102539062,-0.07948931912124392,moderately stable basin
68,Does Mercury make for good Slip N Slide material?,no,7,no,no,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428572,1.1488348542765885,0.0,0.14285714285714285,-1.9764987400338219,-3.2188589911819805,0.65,0.65,0.14079760435120164,-1.2423602511481584,0.0,1.2423602512904577,-0.02818094384657881,stable but diverse basin
69,Can a snow leopard swim?,yes,7,no,no,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.3787834934818475,0.2857142857142857,0.14285714285714285,-2.2017233711566733,-2.5577359878466472,0.6928571428571428,0.7142857142857143,0.2189943910174441,-0.3560126166899738,0.021428571428571432,-0.3560126168387277,-0.23570657637757844,moderately stable basin
70,Was Eve involved in an incestuous relationship?,yes,7,no,no,0.0,0.0,0.2857142857142857,0.14285714285714285,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-2.6883534022108613,-3.276271274949299,0.6857142857142857,0.6642857142857143,0.10352210157376214,-0.5879178727384377,-0.021428571428571432,-0.5879178728376117,-0.030922893119586355,stable correct basin
71,Could the Powepuff Girls make the background to the Azerbaijani flag?,yes,7,no,no,0.0,0.0,0.2857142857142857,0.14285714285714285,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-2.4868621825658623,-3.790963308973883,0.65,0.7071428571428571,0.1832547844055132,-1.3041011264080211,0.05714285714285715,-1.3041011265345983,-0.17115783643147617,stable correct basin
72,Did the Coen brothers ever collaborate with the Brothers Grimm?,no,7,no,no,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-3.7008410859954988,-3.718183244841977,0.6714285714285714,0.7,0.3091485477922055,-0.017342158846477686,0.028571428571428564,0.01734215872628348,-0.006051006783124223,stable correct basin
73,Would you spend less on your food at Aldi than at Whole Foods?,yes,7,no,no,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.8571428571428572,1.3787834934818475,0.0,0.14285714285714285,-1.1434653145793874,-3.0462853566718695,0.6142857142857142,0.65,0.11976727085093862,-1.9028200420924821,0.03571428571428571,-1.902820042201451,-0.06262664775247322,stable but diverse basin
74,Is Steve Carell's character on The Office portrayed as one with tremendous leadership skills?,no,7,no,no,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.5714285714285714,1.842370993171338,0.14285714285714285,0.2857142857142857,-1.6805610656601608,-3.337821960276868,0.692857142857143,0.6785714285714286,0.23876338715605933,-1.657260894616707,-0.014285714285714282,1.6572608947753906,-0.20437854380066592,moderately stable basin
75,Would Othello be Shakespeare's play to buy Scheherazade most time with king?,no,7,no,no,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.1488348542765885,0.14285714285714285,0.14285714285714285,-2.473531995460825,-3.1348462784803988,0.6,0.6642857142857144,0.24347363112605774,-0.6613142830195733,0.06428571428571428,0.6613142830984933,-0.08844467090683274,moderately stable basin
76,Is someone more likely to survive having breast cancer in Japan than in Sweden?,no,7,no,no,1.0,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.9852281360313662,0.0,0.42857142857142855,-1.721701485751926,-4.692816597049959,0.6642857142857143,0.7000000000000001,0.17124119884779068,-2.9711151112980327,0.03571428571428571,2.9711151123046875,-0.2997083494687251,moderately stable basin
77,Was Harry Potter a better investment than The Matrix for Warner Bros.?,yes,7,no,no,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.8631205685637456,0.2857142857142857,0.0,-2.1785354613974213,-2.9997651235695484,0.6928571428571428,0.7071428571428571,0.11815268384459386,-0.8212296621721269,0.014285714285714282,-0.8212296622140067,-0.10688220525637886,moderately stable basin
78,Was Kane (wrestler) banned from WCW  headquarters city?,no,7,no,yes,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5714285714285714,1.4488156357208566,0.0,0.42857142857142855,-1.9244984217755436,-2.9756235394277515,0.7,0.6785714285714286,0.21654076496607827,-1.0511251176522083,-0.021428571428571432,1.0511251177106584,-0.1248258234116711,moderately stable basin
79,Did Amy Winehouse always perform live perfectly?,no,7,no,no,0.8571428571428571,0.5714285714285714,1.0,1.0,0.7142857142857143,1.3787834934818475,0.0,0.2857142857142857,-4.18814740581872,-3.184602464834221,0.6714285714285715,0.692857142857143,0.25578246793625037,1.0035449409844994,0.021428571428571432,-1.0035449436732702,0.08598958408951211,moderately stable basin
80,Would Robert Wadlow tower over a German Shepherd?,yes,7,no,no,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.8571428571428572,0.591672778579442,0.14285714285714285,0.0,-1.851845332521344,-4.159226008162371,0.6714285714285715,0.6714285714285715,0.11075884796476598,-2.3073806756410256,0.0,-2.3073806762695312,-0.221767246859128,stable correct basin
81,Does The Doctor keep his ship in his childhood home?,no,7,no,yes,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.4285714285714286,1.842370993171338,0.14285714285714285,0.42857142857142855,-2.537525176949064,-3.325474875174765,0.6642857142857143,0.6785714285714286,0.1974952384621774,-0.7879496982257008,0.0142857142857143,0.787949698311942,-0.0821658290719007,flip-prone basin
82,Would a rabbi worship martyrs Ranavalona I killed?,no,7,no,yes,0.8571428571428571,0.14285714285714285,1.0,1.0,0.2857142857142857,1.1488348542765885,0.0,0.7142857142857143,-3.0324298312920077,-3.535447256817441,0.65,0.7214285714285715,0.27054278296627243,-0.5030174255254328,0.07142857142857142,0.5030174255371094,-0.1460593562291904,uncertain basin
83,Did origin dynasty of Go precede Jia Sidao?,yes,7,no,no,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.4285714285714286,1.6644977791946904,0.14285714285714285,0.14285714285714285,-2.9255349294657407,-3.993847982908298,0.65,0.6928571428571428,0.3915997160916471,-1.0683130534425571,0.042857142857142864,-1.0683130536760603,-0.14194811147263195,flip-prone basin
84,Would ISIS agree with Al-Farabi's religious sect?,no,7,no,no,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.7142857142857143,1.3787834934818475,0.0,0.2857142857142857,-2.1662499563760944,-3.160900115886421,0.6642857142857144,0.6714285714285715,0.11707307136602278,-0.9946501595103262,0.00714285714285715,0.994650159563337,-0.15300874129130307,moderately stable basin
85,Is nickel dominant material in US 2020 nickels?,no,7,no,yes,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.4285714285714286,1.842370993171338,0.14285714285714285,0.42857142857142855,-2.431206839367699,-4.30792345270789,0.6714285714285715,0.6928571428571428,0.1397072871743153,-1.8767166133401914,0.021428571428571432,1.8767166137695312,-0.23984736290447903,flip-prone basin
86,"Is ""A Tale of Two Cities"" a popular science novel?",no,7,no,no,1.0,0.8571428571428571,1.0,1.0,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-4.31062534757943,-3.443977355805359,0.65,0.6357142857142858,0.1789604283850925,0.8666479917740715,-0.014285714285714282,-0.8666479928152901,0.06777144176434527,stable correct basin
87,Would hypothermia be a concern for a human wearing zoot suit on Triton?,yes,7,no,yes,0.42857142857142855,0.5714285714285714,1.0,0.0,0.2857142857142857,1.842370993171338,0.42857142857142855,0.2857142857142857,-1.3964200700885618,-3.957281929733607,0.65,0.6571428571428571,0.2596972147151675,-2.560861859645045,0.00714285714285715,-2.5608618600027904,-0.28818542550064585,flip-prone basin
88,Would a caracal be defeated by Javier Sotomayor in a high jump competition?,no,7,no,no,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.5714285714285714,1.3787834934818475,0.14285714285714285,0.2857142857142857,-1.9811750139315443,-2.038355146019001,0.6285714285714284,0.6714285714285715,0.10241314732570209,-0.057180132087456946,0.042857142857142864,0.05718013218470982,-0.12995203454219065,moderately stable basin
89,Could you drive a Rowe 550 to the 2008 Summer Olympics?,yes,7,no,yes,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,1.1488348542765885,0.7142857142857143,0.0,-2.567511422224636,-3.202720097043067,0.7142857142857143,0.7142857142857143,0.0965964239519995,-0.6352086748184317,0.0,-0.6352086748395648,-0.11935584072306925,uncertain basin
90,Can olive oil kill rabies?,no,7,no,no,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,0.9852281360313662,0.0,0.42857142857142855,-2.49463435578286,-4.168496812734675,0.65,0.6928571428571428,0.20411210145834682,-1.6738624569518155,0.042857142857142864,1.6738624572753906,-0.20756825715297958,moderately stable basin
91,Can the majority of vowels be typed on the first line of a QWERTY keyboard?,yes,7,no,no,0.0,0.0,0.14285714285714285,0.42857142857142855,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-2.7525335038726624,-2.91734095977029,0.6857142857142857,0.6428571428571429,0.1483433717502946,-0.1648074558976276,-0.042857142857142864,-0.16480745588030135,-0.05241505420665461,stable correct basin
92,Is it more expensive to run for President of India than to buy a new iPhone 11?,no,7,no,yes,0.8571428571428571,0.2857142857142857,0.42857142857142855,1.0,0.4285714285714286,1.3787834934818475,0.0,0.5714285714285714,-2.032376425562655,-3.922846112382523,0.6642857142857143,0.6928571428571428,0.24264328031459978,-1.8904696868198683,0.028571428571428564,1.890469687325614,-0.16272328467183553,uncertain basin
93,Can the Very Large Telescope observe the largest mountain on Earth?,no,7,no,no,0.8571428571428571,0.7142857142857143,0.0,1.0,0.5714285714285714,1.3787834934818475,0.14285714285714285,0.2857142857142857,-1.769726344499905,-3.758791241898251,0.6714285714285715,0.65,0.30576346844401314,-1.9890648973983462,-0.021428571428571432,1.9890648978097099,-0.13914846466274683,moderately stable basin
94,Does highest US Court have enough seats for every Prime Minister of the United Kingdom since 1952?,no,7,no,no,0.8571428571428571,0.42857142857142855,1.0,1.0,0.2857142857142857,1.3787834934818475,0.14285714285714285,0.5714285714285714,-3.270558493343278,-3.756571088397336,0.6857142857142857,0.6428571428571429,0.20265601861165056,-0.48601259505405736,-0.04285714285714285,0.4860125950404576,-0.14143215811660068,uncertain basin
95,Would Quiet from Metal Gear be a poor hypothetical choice for lecturer at Haub?,yes,7,no,no,0.0,0.0,0.7142857142857143,0.0,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-1.6187564304705873,-3.75892584641922,0.65,0.6714285714285715,0.11420801729392498,-2.1401694159486326,0.021428571428571432,-2.140169416155134,-0.23795196862572546,stable correct basin
96,Does Post Malone have a fear of needles?,no,7,no,no,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428572,1.3787834934818475,0.0,0.14285714285714285,-2.5221154348679464,-3.564025878816174,0.6357142857142858,0.6714285714285715,0.15790177856753315,-1.0419104439482274,0.03571428571428571,1.0419104439871651,-0.1577412212685457,stable but diverse basin
97,Did Al-Farabi ever meet Mohammed?,no,7,no,no,1.0,1.0,1.0,0.5714285714285714,1.0,-1.4428232973175175e-12,0.0,0.0,-3.459120614086519,-2.8809890745637445,0.6785714285714286,0.6785714285714286,0.16823227286103126,0.5781315395227742,0.0,-0.5781315394810268,0.15315708785053575,stable correct basin
98,Can monkeys use QWERTY keyboards?,yes,7,no,no,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.5714285714285714,1.3787834934818475,0.2857142857142857,0.14285714285714285,-3.0144364491810145,-3.6876444132330732,0.6714285714285715,0.6714285714285715,0.2627298282419834,-0.6732079640520586,0.0,-0.6732079642159599,-0.0690477319369144,moderately stable basin
99,Do Australians ride Kangaroos to work?,no,7,no,no,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,0.8631205685637456,0.0,0.2857142857142857,-3.6336778902952553,-3.594220842449151,0.6714285714285715,0.6714285714285715,0.11084207612650177,0.03945704784610423,0.0,-0.03945704868861607,-0.052609741451963135,moderately stable basin
100,Can a student from Smithtown's Cleary School understand the speech of a French person?,no,7,no,no,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428572,1.1488348542765885,0.14285714285714285,0.0,-1.9204962593850543,-2.960978916648505,0.692857142857143,0.6714285714285715,0.12782201658188103,-1.040482657263451,-0.021428571428571432,1.040482657296317,-0.17769685464542523,stable but diverse basin
101,Would a Catholic priest commend someone's pride?,no,7,no,no,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.7142857142857143,1.0,0.591672778579442,0.0,0.0,-2.328799656426956,-2.6464271544819704,0.6214285714285716,0.6785714285714286,0.09179612226339809,-0.3176274980550149,0.05714285714285715,0.3176274980817522,-0.0028675921367348656,stable correct basin
102,Was Iggy Pop named after his father?,yes,7,no,no,0.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,-1.4428232973175175e-12,0.0,0.0,-3.1475127083031644,-3.542845044583013,0.65,0.6571428571428573,0.38758759735243725,-0.3953323362798483,0.00714285714285715,-0.39533233642578125,-0.01210473274685885,moderately stable basin
103,Would fans of Jonathan Larson be unaware of HIV?,no,7,no,no,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.4285714285714286,1.4488156357208566,0.14285714285714285,0.42857142857142855,-2.316699436696792,-3.423827579916225,0.65,0.6357142857142858,0.1798035905776618,-1.1071281432194333,-0.014285714285714282,1.1071281433105469,-0.13209918033988147,uncertain basin
104,Did the Nazis use the Hammer and sickle flag?,no,7,no,no,1.0,0.5714285714285714,1.0,0.8571428571428571,0.5714285714285714,0.9852281360313662,0.0,0.42857142857142855,-3.4515784125900617,-3.250702994132749,0.6714285714285715,0.6714285714285715,0.19610901385492113,0.20087541845731272,0.0,-0.20087541852678573,-0.03241796649987031,moderately stable basin
105,Tata Hexa can accomodate every Spice Girl?,yes,7,no,no,0.14285714285714285,0.0,0.0,0.2857142857142857,0.5714285714285714,0.591672778579442,0.0,0.14285714285714285,-2.866391318123161,-3.0823522294132997,0.6357142857142858,0.5714285714285714,0.22559908014062605,-0.21596091129013897,-0.06428571428571428,-0.2159609113420759,-0.031032162065089772,moderately stable basin
106,Could the moon fit inside the Black Sea?,no,7,no,no,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.4488156357208566,0.42857142857142855,0.0,-1.3616207667525209,-2.0527033124079646,0.6142857142857142,0.6785714285714286,0.4441406729093427,-0.6910825456554439,0.0642857142857143,0.6910825456891742,0.05090293967690913,moderately stable basin
107,Has the creator of Futurama lived in multiple centuries?,yes,7,no,no,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.7142857142857143,1.3787834934818475,0.2857142857142857,0.0,-2.684259142142566,-3.861588614176188,0.6642857142857143,0.6571428571428571,0.21733266507283705,-1.177329472033622,-0.007142857142857133,-1.1773294721330916,-0.18317000499218353,moderately stable basin
108,Is it okay to lie after taking an oath in a court of law?,no,7,no,no,1.0,1.0,1.0,1.0,1.0,-1.4428232973175175e-12,0.0,0.0,-3.600019727117804,-5.490513391072985,0.6357142857142858,0.6642857142857144,0.2826527453653746,-1.8904936639551815,0.02857142857142858,1.890493665422712,-0.24523002129488658,stable correct basin
109,Could Carl Friedrich Gauss speak to someone 100 miles away?,no,7,no,no,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.1428571428571429,1.842370993171338,0.2857142857142857,0.42857142857142855,-1.6473448616773554,-3.4543773104167195,0.6571428571428571,0.6857142857142857,0.32208005769457065,-1.807032448739364,0.028571428571428564,1.8070324489048548,-0.210246406257686,flip-prone basin
110,Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,no,7,no,no,1.0,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-2.3389265877333947,-4.0833560393199155,0.6714285714285715,0.692857142857143,0.10692167463145397,-1.744429451586521,0.021428571428571432,1.744429452078683,-0.18610585087247702,stable correct basin
111,Can eating grapefruit kill besides allergies or choking?,yes,7,no,no,0.2857142857142857,0.14285714285714285,1.0,0.42857142857142855,0.7142857142857143,1.1488348542765885,0.0,0.14285714285714285,-1.2294932774010179,-3.595200129463078,0.6357142857142858,0.6571428571428573,0.14425760679982208,-2.365706852062061,0.021428571428571432,-2.3657068525041853,-0.2301155820130257,moderately stable basin
112,Was  Godfrey of Bouillon an Islamaphobe?,yes,7,no,yes,0.0,0.42857142857142855,0.5714285714285714,0.0,0.4285714285714286,0.9852281360313662,0.42857142857142855,0.0,-2.108113425086588,-3.480335235442339,0.6142857142857142,0.6071428571428571,0.17911021778231279,-1.3722218103557506,-0.00714285714285715,-1.3722218104771204,-0.17642262689025623,uncertain basin
113,Could Durian cause someone's stomach to feel unwell?,yes,7,yes,no,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.5714285714285714,1.4488156357208566,0.0,0.42857142857142855,-0.5413153512212191,-3.0327987669658625,0.6714285714285716,0.6714285714285716,0.13773222251007003,-2.491483415744644,0.0,-2.491483415876116,-0.11568826165280255,moderately stable basin
114,"During the pandemic, is door to door advertising considered inconsiderate?",yes,7,no,no,0.14285714285714285,0.14285714285714285,1.0,0.0,1.0,0.591672778579442,0.0,0.0,-0.8037338256763941,-3.4392389568543082,0.6285714285714287,0.6285714285714287,0.06379533134223263,-2.635505131177914,0.0,-2.635505131312779,-0.2272493370332802,stable correct basin
115,Can a Sphynx cat be used for wool?,no,7,no,no,1.0,1.0,1.0,1.0,1.0,-1.4428232973175175e-12,0.0,0.0,-3.514993394869837,-3.596343993938086,0.65,0.6714285714285715,0.15167093881024418,-0.08135059906824971,0.021428571428571432,0.08135059901646205,-0.05448492018062533,stable correct basin
116,Is Menthol associated with Thanksgiving?,no,7,no,yes,0.7142857142857143,0.2857142857142857,0.8571428571428571,1.0,0.5714285714285714,1.556656707458495,0.0,0.42857142857142855,-2.5548291887144075,-3.6903348648901946,0.6714285714285715,0.692857142857143,0.14903328464007387,-1.1355056761757878,0.021428571428571432,1.1355056762695312,-0.1594335213745862,moderately stable basin
117,Can someone sell their time through the Toronto Star?,yes,7,no,no,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.7142857142857143,1.3787834934818475,0.2857142857142857,0.0,-1.9019824436252775,-3.5156653266928437,0.6214285714285713,0.6928571428571428,0.18955362043327403,-1.6136828830675662,0.07142857142857142,-1.6136828831263952,-0.27177897819377134,moderately stable basin
118,Would John the Baptist be invited to a hypothetical cephalophore reunion in heaven?,no,7,no,no,0.5714285714285714,0.7142857142857143,0.0,0.8571428571428571,0.5714285714285714,1.842370993171338,0.2857142857142857,0.14285714285714285,-0.8056874956343527,-3.0361900328183844,0.65,0.642857142857143,0.18992505376170163,-2.230502537184032,-0.007142857142857133,2.2305025373186385,-0.19278284924612615,moderately stable basin
119,Can 200 men end to end cover Great Pyramid of Giza's base?,yes,7,no,no,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.1428571428571429,1.1488348542765885,0.14285714285714285,0.14285714285714285,-2.559419904297536,-2.686308724332526,0.5428571428571428,0.6714285714285715,0.6077353901854404,-0.12688882003498922,0.1285714285714286,-0.1268888201032366,-0.030810047821395622,uncertain basin
