question_id,question,gold,pass1_accuracy,pass2_accuracy,pass1_cal_accuracy,pass2_cal_accuracy,stability_score,pass2_stability_score,transition_entropy,cal_transition_entropy,improvement_rate,regression_rate,pass1_logodds_mean,pass2_logodds_mean,pass1_logodds_std,pass2_logodds_std,pass1_commitment_mean,pass2_commitment_mean,pass1_commitment_std,pass2_commitment_std,prompt_count,task,stability_class
0,Could boolean algebra be described as binary?,yes,0.2857142857142857,0.0,1.0,0.14285714285714285,0.5714285714285714,1.0,0.5982695885832573,0.41011631828640904,0.0,0.2857142857142857,-0.6349688938588296,-2.581268310511896,2.510722273169698,1.6158792720068367,0.6642857142857144,0.6857142857142857,0.0944911182523068,0.06267831705280084,7,strategyqa,moderately stable
1,Would lumberjacks get full after eating three dosa?,no,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.7963116401708129,1.0042424730510766,0.0,0.14285714285714285,-2.8627079554205035,-2.641834258953632,2.367998950399714,1.75687338319143,0.6071428571428571,0.6214285714285716,0.09322272357358043,0.1439245834257849,7,strategyqa,stable
2,Would a member of the United States Air Force get a discount at Dunkin Donuts?,yes,0.0,0.5714285714285714,0.7142857142857143,0.42857142857142855,1.0,0.5714285714285714,0.6829081046984717,0.9556998911095343,0.5714285714285714,0.0,-1.898806980659207,-2.185201372398239,1.8972134016722992,1.5200054857397185,0.6785714285714286,0.6642857142857144,0.09063269671749657,0.10293317295817755,7,strategyqa,stable
3,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",yes,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.41011631828640904,0.9556998911095345,0.14285714285714285,0.0,-1.966507502939798,-3.678343636193833,2.24418048979613,2.8960493894995167,0.6857142857142857,0.6714285714285715,0.10690449676496977,0.10350983390135315,7,strategyqa,stable
4,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,no,1.0,0.8571428571428571,0.42857142857142855,0.8571428571428571,1.0,0.8571428571428571,0.41011631828640904,0.9556998911095345,0.0,0.14285714285714285,-1.7679328918196977,-3.109941754913894,2.2173547768105792,2.0285315462294147,0.6857142857142857,0.692857142857143,0.06267831705280084,0.11338934190276818,7,strategyqa,stable
5,Can petroleum jelly be used as fuel in a car?,no,1.0,0.5714285714285714,1.0,1.0,1.0,0.5714285714285714,0.6829081046984717,-1.000088900581841e-12,0.0,0.42857142857142855,-3.4777308855772437,-3.375438145093636,3.3530036607283145,2.3123581115682583,0.65,0.6285714285714287,0.0,0.05669467095138409,7,strategyqa,stable
6,Did Julia Roberts practice blast beats as a child?,no,1.0,0.5714285714285714,1.0,0.8571428571428571,1.0,0.5714285714285714,0.6829081046984717,0.41011631828640904,0.0,0.42857142857142855,-3.6741327556119012,-3.4565576824576163,2.558804922778733,1.9611629066290124,0.6428571428571429,0.6857142857142857,0.10177004891982147,0.10690449676496977,7,strategyqa,stable
7,Is myocardial infarction a brain problem?,no,1.0,0.7142857142857143,1.0,0.8571428571428571,1.0,0.7142857142857143,0.5982695885832573,0.41011631828640904,0.0,0.2857142857142857,-3.420801433837583,-2.9892698014804138,2.953425116939235,1.8710011841718464,0.6714285714285715,0.6714285714285715,0.056694670951384085,0.10350983390135315,7,strategyqa,stable
8,Would a hedgehog avoid animals without a spinal cord?,no,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428571,0.7963116401708129,0.5982695885832573,0.14285714285714285,0.14285714285714285,-1.9903101239609353,-3.7532076153122413,2.0649851767662644,1.7908903154745224,0.6142857142857142,0.6571428571428573,0.0626783170528009,0.1336306209562122,7,strategyqa,stable
9,Can The Hobbit be read in its entirety in four minutes?,yes,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,-1.000088900581841e-12,0.41011631828640904,0.0,0.0,-2.66074044358639,-3.0755620683526104,2.286266167873624,1.4524945337600912,0.6714285714285715,0.6857142857142857,0.13801311186847087,0.10690449676496977,7,strategyqa,stable
10,Could Plato have agreed with the beliefs of Jainism?,yes,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.41011631828640904,0.9556998911095345,0.0,0.14285714285714285,-1.7319820948761893,-2.7912450517529095,2.210648095137327,1.711571482778019,0.6214285714285713,0.6714285714285715,0.0566946709513841,0.10350983390135315,7,strategyqa,moderately stable
11,Can Michael Bloomberg fund the debt of Micronesia for a decade?,yes,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.0,0.5714285714285714,0.5982695885832573,0.9556998911095345,0.2857142857142857,0.0,-2.701293400298734,-2.9545500618413962,2.3896041339372363,1.9270068461866283,0.6714285714285715,0.6571428571428573,0.056694670951384085,0.1336306209562122,7,strategyqa,stable
12,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,yes,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,1.0,-1.000088900581841e-12,0.7963116401708129,0.0,0.0,-2.9952550614105005,-2.6157858712006195,2.708283361958892,1.695228116118529,0.65,0.6357142857142858,0.0,0.037796447300922714,7,strategyqa,stable
13,Are sables related to wolverines?,yes,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.6829081046984717,1.0789922078745833,0.42857142857142855,0.0,-2.466788700588705,-2.4244526454092434,2.395851279433659,1.6611072050722462,0.6285714285714287,0.6714285714285715,0.05669467095138409,0.10350983390135315,7,strategyqa,stable
14,Does Jerry Seinfeld hang out at the Budweiser Party Deck?,no,1.0,0.7142857142857143,1.0,1.0,1.0,0.7142857142857143,0.5982695885832573,-1.000088900581841e-12,0.0,0.2857142857142857,-2.822260720339301,-3.11622728614671,2.0856828952666664,1.6208258972925367,0.692857142857143,0.692857142857143,0.07319250547113998,0.07319250547113998,7,strategyqa,stable
15,Do you often hear Marco Polo's name shouted near water?,yes,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.9556998911095345,1.0789922078745835,0.2857142857142857,0.14285714285714285,-2.6983130318139454,-2.5260129655832224,2.52987167156786,1.2157178292117217,0.6571428571428573,0.6571428571428573,0.1336306209562122,0.1336306209562122,7,strategyqa,stable
16,Can you hunt Iberian wolves in the Southern United States?,no,0.8571428571428571,0.5714285714285714,1.0,1.0,0.8571428571428571,0.5714285714285714,0.9556998911095345,-1.000088900581841e-12,0.0,0.2857142857142857,-3.6574908663386254,-4.458388191812939,2.5705709701940913,2.4547036042742962,0.6714285714285715,0.6785714285714286,0.056694670951384085,0.1439245834257849,7,strategyqa,stable
17,Can a New Yorker get their eyes checked by Rand Paul legally?,no,0.8571428571428571,1.0,0.7142857142857143,1.0,0.8571428571428571,1.0,0.41011631828640904,0.5982695885832573,0.14285714285714285,0.0,-2.1756248473800825,-3.7630141120086598,2.0779110028483685,2.045258514684781,0.65,0.692857142857143,0.0,0.07319250547113998,7,strategyqa,stable
18,Did the Nepalese Civil War take place near India?,yes,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.0,0.5714285714285714,0.5982695885832573,1.277034259462139,0.0,0.7142857142857143,-1.6652025494832663,-2.707938057971624,2.8316553964703095,1.991755401381389,0.6571428571428573,0.6571428571428573,0.07319250547114002,0.1336306209562122,7,strategyqa,stable
19,Will Chuck Norris be a nonagenarian by time next leap year after 2020 happens?,no,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,0.5982695885832573,0.5982695885832573,0.0,0.0,-2.5417970929005094,-3.680969237684777,2.616821566169185,2.8575379375206302,0.6714285714285715,0.6857142857142857,0.13496031162636563,0.1180193688704165,7,strategyqa,stable
20,Would Snowdon mountain be a piece of cake for Tenzing Norgay?,yes,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,1.0,-1.000088900581841e-12,0.41011631828640904,0.0,0.0,-2.543700081913427,-3.438679831282372,2.2986650076828576,1.6819992601241924,0.6357142857142858,0.692857142857143,0.1180193688704165,0.07319250547113998,7,strategyqa,stable
21,Is the letter D influenced by the shape of ancient doors?,yes,0.14285714285714285,0.0,0.2857142857142857,0.0,0.7142857142857143,0.8571428571428571,0.41011631828640904,0.5982695885832573,0.0,0.14285714285714285,-2.483547210655361,-4.189258575197015,1.9593046633236788,2.234191179722193,0.6285714285714287,0.6142857142857142,0.05669467095138409,0.06267831705280087,7,strategyqa,stable
22,Did John Lennon listen to Compact discs?,no,1.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,1.0,0.7142857142857143,0.5982695885832573,1.0789922078745835,0.0,0.2857142857142857,-2.03520475113454,-2.6176071166763597,1.6713219201181813,1.039884068246857,0.6857142857142857,0.6642857142857144,0.06267831705280084,0.0944911182523068,7,strategyqa,stable
23,Do the Egyptian pyramids look the same from outside as they did when new?,no,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7963116401708129,0.5982695885832573,0.0,0.14285714285714285,-2.5284887040889124,-3.100335257348029,2.217868277501568,1.518480978540554,0.6071428571428571,0.6285714285714287,0.05345224838248485,0.05669467095138409,7,strategyqa,stable
24,Does March begin on the same day of the week as February during leap years?,no,1.0,0.8571428571428571,1.0,0.7142857142857143,1.0,0.8571428571428571,0.41011631828640904,0.5982695885832573,0.0,0.14285714285714285,-3.354118347069153,-2.6781926835858547,2.189015618553953,1.7665174031211404,0.6714285714285715,0.692857142857143,0.056694670951384085,0.11338934190276818,7,strategyqa,stable
25,Is blonde hair green eyed Sara Paxton considered a Latino?,yes,0.0,0.0,0.0,0.0,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,-3.6158757884451953,-2.912128448453499,2.5774342647171777,1.3283680092324819,0.65,0.65,0.0,0.0,7,strategyqa,stable
26,Can the history of art be learned by an amoeba?,no,1.0,0.5714285714285714,1.0,0.8571428571428571,1.0,0.5714285714285714,0.6829081046984717,0.41011631828640904,0.0,0.42857142857142855,-4.049070626998393,-2.606573377310993,3.0333285561925742,1.2853469866750964,0.65,0.6357142857142858,0.0,0.09449111825230683,7,strategyqa,stable
27,Does it seem like the Gorillaz is composed of more members than they have?,yes,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.41011631828640904,0.9556998911095345,0.14285714285714285,0.0,-1.9123137337505725,-2.9897482735193726,2.2422999639520538,1.8376173752882137,0.6285714285714287,0.65,0.10350983390135315,0.08660254037844388,7,strategyqa,stable
28,Did Ice make people rich?,yes,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.0,-1.000088900581841e-12,0.7963116401708129,0.0,0.0,-2.58738218029598,-3.131006513167137,2.1818595683384205,2.204236462013878,0.6642857142857144,0.692857142857143,0.0944911182523068,0.09322272357358043,7,strategyqa,stable
29,Did Polar Bears roam around in Ancient Greece?,no,0.7142857142857143,0.7142857142857143,1.0,1.0,0.7142857142857143,0.7142857142857143,1.0789922078745835,-1.000088900581841e-12,0.2857142857142857,0.2857142857142857,-2.918535504953732,-4.031968252790015,2.3192291482331524,2.2049956227451317,0.6642857142857144,0.7071428571428572,0.037796447300922735,0.11338934190276817,7,strategyqa,stable
30,Is Alistair Darling in favor of Scottish independence?,no,1.0,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,0.41011631828640904,-1.000088900581841e-12,0.0,0.14285714285714285,-3.6403301782257103,-3.5667822700256315,2.3385221985756375,1.90645570484391,0.6714285714285715,0.692857142857143,0.056694670951384085,0.11338934190276818,7,strategyqa,stable
31,Is ID required to get all medications from all pharmacies?,no,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7963116401708129,0.7963116401708129,0.14285714285714285,0.0,-2.7659121921421668,-4.094314029551231,2.4657526069474383,3.0616463163998953,0.6357142857142858,0.6571428571428573,0.037796447300922714,0.07319250547113998,7,strategyqa,stable
32,Do many fans of J.K Rowling know who Alan Rickman is?,yes,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.3517839942856458,1.0042424730510766,0.14285714285714285,0.2857142857142857,-0.9104401724539805,-2.3365418570190775,2.704055068049904,1.3745332190871515,0.65,0.6714285714285715,0.08660254037844388,0.056694670951384085,7,strategyqa,moderately stable
33,Does the Constitution of the Philippines copy text from the British constitution?,no,0.7142857142857143,0.7142857142857143,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0789922078745835,0.41011631828640904,0.2857142857142857,0.2857142857142857,-2.9561707632173184,-3.374204363022653,2.3046986291523144,2.008496161289884,0.65,0.5928571428571429,0.05773502691896256,0.12392393980641052,7,strategyqa,stable
34,Is sunscreen unhelpful for the condition that killed Bob Marley?,yes,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.8571428571428571,0.7142857142857143,0.7963116401708129,0.41011631828640904,0.14285714285714285,0.0,-2.403853825097881,-3.8677248272211324,2.4224490463033255,1.9925616908441581,0.65,0.692857142857143,0.0,0.07319250547113999,7,strategyqa,stable
35,Did mongoose come from later period than rhinos?,yes,0.0,0.0,0.14285714285714285,0.0,1.0,1.0,-1.000088900581841e-12,0.41011631828640904,0.0,0.0,-2.6861784797838055,-4.2469378875138535,2.527465738714263,2.5807015720770483,0.6857142857142857,0.6857142857142857,0.06267831705280084,0.06267831705280084,7,strategyqa,stable
36,"Is 2018 Ashland, Oregon population inadequate to be a hypothetical military division?",no,0.8571428571428571,0.7142857142857143,0.0,1.0,0.8571428571428571,0.7142857142857143,0.7963116401708129,-1.000088900581841e-12,0.0,0.14285714285714285,-1.7279096330745563,-3.815856388231321,1.8764182589818303,2.671913593609612,0.6857142857142857,0.7071428571428572,0.06267831705280084,0.11338934190276817,7,strategyqa,stable
37,Is it wise to feed a Snickers bar to a poodle?,no,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571,0.8571428571428571,0.41011631828640904,-1.000088900581841e-12,0.0,0.0,-3.0923140388690262,-3.9486367358537415,2.398489688962351,2.5126226847330377,0.6285714285714287,0.6714285714285715,0.05669467095138409,0.10350983390135313,7,strategyqa,stable
38,Is it best to avoid kola nuts with colitis?,yes,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,0.42857142857142855,0.7142857142857143,1.0789922078745833,0.6829081046984717,0.2857142857142857,0.0,-0.9751864841809327,-4.602842601930904,3.001434045797278,3.191669554779006,0.6785714285714286,0.7142857142857143,0.1439245834257849,0.08017837257372734,7,strategyqa,moderately stable
39,Does Woody Allen await the Second Coming?,no,0.7142857142857143,0.42857142857142855,0.8571428571428571,1.0,0.7142857142857143,0.42857142857142855,1.277034259462139,0.41011631828640904,0.14285714285714285,0.42857142857142855,-2.2208175658822107,-3.5597872052166144,2.0932055813729638,1.562855896104924,0.65,0.65,0.08660254037844388,0.08660254037844388,7,strategyqa,stable
40,Would Temujin hypothetically be jealous of Charlemagne's conquests?,no,0.7142857142857143,0.8571428571428571,0.14285714285714285,1.0,0.7142857142857143,0.8571428571428571,0.7963116401708129,0.41011631828640904,0.14285714285714285,0.0,-1.4129758562229588,-3.3466044833213937,2.0931163633991585,2.3778411863488254,0.6071428571428571,0.6428571428571429,0.11700630833624397,0.07319250547114,7,strategyqa,stable
41,"If Goofy were a pet, would he need heartworm prevention?",yes,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.5714285714285714,1.15374194269709,0.9556998911095345,0.14285714285714285,0.14285714285714285,-1.5799751281511232,-2.9892463681546744,2.2858199389860174,3.416310085687463,0.6214285714285716,0.6357142857142858,0.12198750911856666,0.09449111825230681,7,strategyqa,moderately stable
42,Is number of different US President's in 1800s a lucky number in Hong Kong?,no,0.8571428571428571,0.2857142857142857,1.0,1.0,0.8571428571428571,0.7142857142857143,0.9556998911095345,-1.000088900581841e-12,0.0,0.5714285714285714,-3.26833452478277,-4.017768314417408,2.702571973176773,2.8579898522607605,0.692857142857143,0.692857142857143,0.07319250547113998,0.07319250547113998,7,strategyqa,stable
43,Does Biochemistry study gluons?,no,1.0,0.7142857142857143,1.0,1.0,1.0,0.7142857142857143,0.5982695885832573,-1.000088900581841e-12,0.0,0.2857142857142857,-3.145102909373382,-3.920953477877705,2.5577315236070746,2.3699580531802567,0.6714285714285715,0.6571428571428573,0.056694670951384085,0.07319250547114,7,strategyqa,stable
44,Can fish get Tonsillitis?,no,1.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,1.0,0.5714285714285714,0.6829081046984717,1.2770342594621393,0.0,0.42857142857142855,-1.915799277142455,-2.7216698782278974,2.26997724560409,1.802029886220342,0.65,0.6142857142857142,0.0,0.09449111825230681,7,strategyqa,stable
45,Would a blooming onion be possible with a shallot?,no,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7963116401708129,1.3517839942856458,0.0,0.14285714285714285,-2.130920410124046,-2.4012096949704356,2.2927933313816995,1.5309346165045221,0.6357142857142858,0.6142857142857142,0.03779644730092271,0.09449111825230681,7,strategyqa,stable
46,Would a packed Wembley stadium be likely to have a descendant of the Mongols inside?,yes,0.0,0.14285714285714285,1.0,0.5714285714285714,1.0,0.7142857142857143,0.41011631828640904,0.6829081046984717,0.14285714285714285,0.0,-1.3084013802575936,-2.605817522269267,1.8437651110720599,1.7561304936202924,0.6357142857142858,0.6142857142857142,0.03779644730092271,0.09449111825230681,7,strategyqa,stable
47,Is dyslexia the most common intellectual disability in US?,no,1.0,1.0,1.0,1.0,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,-3.0557359967025017,-3.9698044903321774,2.205791245761605,2.9480729834695176,0.65,0.6714285714285715,0.0,0.05669467095138409,7,strategyqa,stable
48,Are Brian Cranston and Saoirse Ronan's combined Emmy Awards a prime number?,no,0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7963116401708129,0.5982695885832573,0.14285714285714285,0.14285714285714285,-3.048868451710643,-3.338114057136745,2.4565438076110366,2.1653583657635496,0.6714285714285715,0.6642857142857144,0.10350983390135313,0.11443442705426586,7,strategyqa,stable
49,Is most store bought rice pudding made with brown rice?,no,0.5714285714285714,0.8571428571428571,0.42857142857142855,1.0,0.5714285714285714,0.8571428571428571,0.9556998911095345,0.6829081046984717,0.2857142857142857,0.0,-2.9071573525474683,-3.3540905542384993,2.788602649465359,2.1292630651158464,0.65,0.7142857142857143,0.0,0.08017837257372734,7,strategyqa,moderately stable
50,Do depressed people travel to the Golden Gate Bridge often?,yes,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,1.0042424730510766,0.7963116401708129,0.42857142857142855,0.0,-2.195055825339445,-2.776983533556747,2.0934829206065144,1.414994418868057,0.6142857142857142,0.6571428571428573,0.09449111825230681,0.1336306209562122,7,strategyqa,stable
51,Would a snakebite hypothetically be a threat to T-1000?,no,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.5714285714285714,1.0042424730510766,0.7963116401708129,0.14285714285714285,0.42857142857142855,-1.3169441223010507,-3.3491826736412125,2.149374573786554,2.465367564015565,0.65,0.692857142857143,0.0,0.07319250547114,7,strategyqa,stable
52,Is Kobe's famous animal product used in a BLT?,no,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,1.277034259462139,0.9556998911095345,0.14285714285714285,0.42857142857142855,-2.3237108502664614,-2.417725154296207,2.144805149469365,1.568015256925621,0.6714285714285715,0.692857142857143,0.056694670951384085,0.07319250547113999,7,strategyqa,moderately stable
53,Is the Asian black bear multicolored?,yes,0.2857142857142857,0.5714285714285714,0.0,0.0,0.7142857142857143,0.5714285714285714,1.0789922078745835,-1.000088900581841e-12,0.2857142857142857,0.0,-3.29533822182231,-3.5664144242026903,2.732655652727001,2.0873095949653946,0.6571428571428573,0.6785714285714286,0.07319250547114,0.09063269671749657,7,strategyqa,stable
54,Could  jockey win Triple Crown between Eid al-Fitr endpoints?,no,0.5714285714285714,0.0,0.5714285714285714,1.0,0.5714285714285714,0.5714285714285714,0.6829081046984717,0.6829081046984717,0.0,0.5714285714285714,-2.6411132811549956,-3.373015812380956,2.741266911023561,1.5771570745552175,0.65,0.6285714285714287,0.08660254037844388,0.13496031162636565,7,strategyqa,moderately stable
55,Can an adult human skull hypothetically pass through the birth canal?,yes,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.8571428571428571,0.8571428571428571,0.41011631828640904,0.5982695885832573,0.0,0.0,-2.3634785242880345,-3.9367179867450006,2.35593696432541,2.3599591258734507,0.6714285714285715,0.7142857142857143,0.056694670951384085,0.08017837257372734,7,strategyqa,stable
56,Did Jerry Seinfeld have reason to cheer in 1986?,yes,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.5982695885832573,1.277034259462139,0.2857142857142857,0.0,-1.631076812733112,-2.861564091214921,1.5503038577033301,2.0588392861909446,0.692857142857143,0.6714285714285715,0.11338934190276818,0.10350983390135315,7,strategyqa,stable
57,Are the Vietnamese people a great untapped resource for NBA players?,no,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.41011631828640904,0.9556998911095343,0.0,0.0,-2.20058441159246,-2.599248068634036,2.0976154458204275,1.7322149578418868,0.6142857142857142,0.6142857142857142,0.06267831705280087,0.06267831705280087,7,strategyqa,stable
58,Are Aldi's foods discounted due to being out of date?,no,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7963116401708129,0.7963116401708129,0.0,0.14285714285714285,-2.3361636570262028,-2.628495352578564,1.8519861642336453,1.5230080589158528,0.65,0.65,0.0,0.0,7,strategyqa,stable
