question_id,question,gold,pass1_accuracy,pass2_accuracy,pass1_cal_accuracy,pass2_cal_accuracy,stability_score,pass2_stability_score,transition_entropy,cal_transition_entropy,improvement_rate,regression_rate,pass1_logodds_mean,pass2_logodds_mean,pass1_logodds_std,pass2_logodds_std,pass1_commitment_mean,pass2_commitment_mean,pass1_commitment_std,pass2_commitment_std,prompt_count,task,stability_class
59,Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,no,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5982695885832573,0.9556998911095343,0.0,0.0,-2.0847494942493445,-2.506928580097973,2.3157638696585487,1.8568864445416533,0.6857142857142857,0.65,0.06267831705280084,0.08660254037844389,7,strategyqa,stable
60,Is a curling iron necessary in curling?,no,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,0.41011631828640904,0.41011631828640904,0.0,0.14285714285714285,-2.9719957623269164,-3.1830013817137908,2.5503079851810893,2.4815381117001296,0.65,0.6785714285714286,0.0,0.09063269671749657,7,strategyqa,stable
61,Is a jellyfish safe from atherosclerosis?,yes,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.7142857142857143,1.1537419426970903,0.9556998911095345,0.14285714285714285,0.14285714285714285,-2.3338922772747424,-3.903890881720393,2.142522049703429,2.7937954066018778,0.65,0.692857142857143,0.0,0.07319250547113999,7,strategyqa,stable
62,Could all of the famous Apollo's hypothetically defeat all of the famous D'Artagnan's?,yes,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.9556998911095345,0.9556998911095345,0.14285714285714285,0.0,-2.465727669809049,-2.466031210736792,2.2648301795915455,1.4477419556979811,0.6357142857142858,0.692857142857143,0.11801936887041647,0.1618347187425374,7,strategyqa,moderately stable
63,Would Shaggy and Redenbacher popcorn founder both raise hand during first name roll call?,yes,0.0,0.14285714285714285,0.0,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.41011631828640904,0.5982695885832573,0.14285714285714285,0.0,-2.832300458576991,-2.7424605232775474,2.2064006245905525,1.9771166781888896,0.6285714285714287,0.6500000000000001,0.1439245834257849,0.11180339887498945,7,strategyqa,stable
64,Does horseradish have a fetlock?,no,0.8571428571428571,0.2857142857142857,1.0,1.0,0.8571428571428571,0.7142857142857143,0.7963116401708129,-1.000088900581841e-12,0.14285714285714285,0.7142857142857143,-2.783572060669427,-2.989766257112941,2.09963851080529,1.3312324091393246,0.65,0.6571428571428573,0.0,0.07319250547114,7,strategyqa,stable
65,Does Antarctica have a lot of problems relating to homelessness?,no,1.0,0.14285714285714285,0.7142857142857143,1.0,1.0,0.7142857142857143,0.41011631828640904,0.5982695885832573,0.0,0.8571428571428571,-2.579401288623835,-3.174467904171052,2.480562374799198,1.6245267815284254,0.6357142857142858,0.6142857142857142,0.0690065559342354,0.06267831705280089,7,strategyqa,stable
66,Does Masaharu Morimoto rely on glutamic acid?,yes,0.0,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,0.5714285714285714,0.5982695885832573,0.5982695885832573,0.2857142857142857,0.0,-2.0498046874667786,-3.241647447792919,2.2312585382548207,1.5513087931258192,0.65,0.692857142857143,0.08660254037844388,0.11338934190276818,7,strategyqa,stable
67,Was the amount of spinach Popeye ate unhealthy?,yes,0.0,0.0,0.0,0.0,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,-2.4882529122107337,-2.8946347917339517,2.111944256780361,1.6594462301316357,0.6642857142857144,0.6857142857142857,0.037796447300922714,0.06267831705280087,7,strategyqa,stable
68,Does Mercury make for good Slip N Slide material?,no,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7963116401708129,1.0042424730510766,0.0,0.14285714285714285,-1.9764987400338216,-2.5951222010693367,2.327583548591731,1.5743859500499684,0.65,0.6571428571428573,0.0,0.1336306209562122,7,strategyqa,stable
69,Can a snow leopard swim?,yes,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.7963116401708129,0.7963116401708129,0.14285714285714285,0.14285714285714285,-2.2017233711566733,-2.333120618467437,2.8050456024785886,3.0221068949724246,0.692857142857143,0.7142857142857143,0.07319250547113999,0.08017837257372734,7,strategyqa,stable
70,Was Eve involved in an incestuous relationship?,yes,0.0,0.0,0.2857142857142857,0.14285714285714285,1.0,0.8571428571428571,-1.000088900581841e-12,0.9556998911095345,0.0,0.0,-2.6883534022108613,-3.515205928121703,2.360123228230889,2.2977539064078867,0.6857142857142857,0.6642857142857144,0.06267831705280086,0.09449111825230681,7,strategyqa,stable
71,Could the Powepuff Girls make the background to the Azerbaijani flag?,yes,0.0,0.0,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.8571428571428571,-1.000088900581841e-12,0.9556998911095345,0.0,0.0,-2.4868621825658623,-3.3119076319084684,2.454448422809125,1.8695892356784085,0.65,0.6642857142857144,0.12583057392117916,0.06267831705280087,7,strategyqa,stable
72,Did the Coen brothers ever collaborate with the Brothers Grimm?,no,1.0,1.0,1.0,1.0,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,-3.700841085995499,-3.6005995613449993,2.32440812843412,1.5632261778034438,0.6714285714285715,0.692857142857143,0.0809173593712687,0.09322272357358044,7,strategyqa,stable
73,Would you spend less on your food at Aldi than at Whole Foods?,yes,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.9556998911095345,0.9556998911095345,0.0,0.14285714285714285,-1.1434653145793874,-2.816266196036218,2.5804739250552258,2.1207314802057753,0.6142857142857142,0.65,0.09449111825230681,0.08660254037844388,7,strategyqa,moderately stable
74,Is Steve Carell's character on The Office portrayed as one with tremendous leadership skills?,no,0.7142857142857143,0.5714285714285714,0.2857142857142857,1.0,0.7142857142857143,0.5714285714285714,1.277034259462139,0.5982695885832573,0.14285714285714285,0.2857142857142857,-1.6805610656601608,-2.914452688980258,1.7100555735332397,1.6836366897391104,0.692857142857143,0.692857142857143,0.07319250547113998,0.07319250547113998,7,strategyqa,stable
75,Would Othello be Shakespeare's play to buy Scheherazade most time with king?,no,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7963116401708129,1.2770342594621393,0.14285714285714285,0.14285714285714285,-2.473531995460825,-2.893728528665382,1.8896927472160832,1.503178142853696,0.6,0.6428571428571429,0.09574271077563384,0.07319250547113999,7,strategyqa,stable
76,Is someone more likely to survive having breast cancer in Japan than in Sweden?,no,1.0,0.7142857142857143,0.2857142857142857,0.8571428571428571,1.0,0.7142857142857143,0.5982695885832573,0.9556998911095345,0.0,0.2857142857142857,-1.7217014857519257,-4.358191898253383,1.971292530163761,2.795889300803693,0.6642857142857144,0.7000000000000001,0.10293317295817754,0.1,7,strategyqa,stable
77,Was Harry Potter a better investment than The Matrix for Warner Bros.?,yes,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.5982695885832573,0.9556998911095345,0.2857142857142857,0.0,-2.1785354613974213,-2.643553597556823,1.9884975917349643,1.518825904445448,0.692857142857143,0.7071428571428572,0.1455694892155502,0.11338934190276817,7,strategyqa,stable
78,Was Kane (wrestler) banned from WCW  headquarters city?,no,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7963116401708129,1.3517839942856458,0.0,0.14285714285714285,-1.9244984217755434,-2.309152058148023,2.288058721868244,1.7512426232658418,0.7000000000000001,0.6785714285714286,0.1,0.1439245834257849,7,strategyqa,stable
79,Did Amy Winehouse always perform live perfectly?,no,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.41011631828640904,0.41011631828640904,0.0,0.0,-4.18814740581872,-3.138053894003245,3.126028111107762,1.221304619502123,0.6714285714285715,0.692857142857143,0.056694670951384085,0.07319250547113998,7,strategyqa,stable
80,Would Robert Wadlow tower over a German Shepherd?,yes,0.0,0.0,0.42857142857142855,0.0,1.0,1.0,-1.000088900581841e-12,0.6829081046984717,0.0,0.0,-1.8518453325213442,-3.6850945605759207,2.3749546344717354,2.6815698556344087,0.6714285714285715,0.6714285714285715,0.056694670951384085,0.056694670951384085,7,strategyqa,stable
81,Does The Doctor keep his ship in his childhood home?,no,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.277034259462139,1.0042424730510766,0.14285714285714285,0.42857142857142855,-2.537525176949064,-2.8571608406543625,2.389576298977047,1.802854055695348,0.6642857142857144,0.6571428571428573,0.0944911182523068,0.11338934190276817,7,strategyqa,moderately stable
82,Would a rabbi worship martyrs Ranavalona I killed?,no,0.8571428571428571,0.2857142857142857,1.0,1.0,0.8571428571428571,0.5714285714285714,0.9556998911095343,-1.000088900581841e-12,0.0,0.5714285714285714,-3.0324298312920077,-2.911184583359248,2.2919236379683756,1.3147213751974156,0.65,0.692857142857143,0.0,0.11338934190276818,7,strategyqa,stable
83,Did origin dynasty of Go precede Jia Sidao?,yes,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.7142857142857143,0.7963116401708129,0.41011631828640904,0.0,0.14285714285714285,-2.9255349294657407,-3.7404125756299273,2.242206074455324,2.3022855357834615,0.65,0.692857142857143,0.08660254037844389,0.11338934190276818,7,strategyqa,moderately stable
84,Would ISIS agree with Al-Farabi's religious sect?,no,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.9556998911095345,1.0789922078745835,0.0,0.2857142857142857,-2.1662499563760944,-2.9633347647108725,1.9807540884028718,1.4675875097540365,0.6642857142857144,0.6857142857142857,0.03779644730092271,0.08017837257372731,7,strategyqa,stable
85,Is nickel dominant material in US 2020 nickels?,no,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,1.2770342594621393,0.9556998911095343,0.14285714285714285,0.2857142857142857,-2.431206839367699,-3.625219617432024,2.4103922223207235,2.1033200488866246,0.6714285714285715,0.692857142857143,0.056694670951384085,0.11338934190276818,7,strategyqa,stable
86,"Is ""A Tale of Two Cities"" a popular science novel?",no,1.0,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,0.41011631828640904,-1.000088900581841e-12,0.0,0.14285714285714285,-4.31062534757943,-2.9755216325643272,2.8583665111753453,1.3421460514444516,0.65,0.6571428571428573,0.0,0.1336306209562122,7,strategyqa,stable
87,Would hypothermia be a concern for a human wearing zoot suit on Triton?,yes,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,0.5714285714285714,0.5714285714285714,1.2770342594621393,0.41011631828640904,0.14285714285714285,0.14285714285714285,-1.3964200700885618,-3.3112885610207776,2.0890545948503756,2.0742429408009366,0.65,0.6714285714285715,0.0,0.056694670951384085,7,strategyqa,moderately stable
88,Would a caracal be defeated by Javier Sotomayor in a high jump competition?,no,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.9556998911095345,1.0042424730510766,0.14285714285714285,0.2857142857142857,-1.9811750139315443,-1.855965205542,1.9788081932921768,3.184748054612523,0.6285714285714287,0.6714285714285715,0.05669467095138412,0.056694670951384085,7,strategyqa,stable
89,Could you drive a Rowe 550 to the 2008 Summer Olympics?,yes,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.8571428571428571,0.7142857142857143,0.9556998911095345,0.41011631828640904,0.5714285714285714,0.0,-2.567511422224636,-3.007911137128725,2.4275785324729813,1.4588168964484631,0.7142857142857143,0.692857142857143,0.08017837257372734,0.11338934190276818,7,strategyqa,stable
90,Can olive oil kill rabies?,no,1.0,0.5714285714285714,1.0,0.8571428571428571,1.0,0.5714285714285714,0.6829081046984717,0.41011631828640904,0.0,0.42857142857142855,-2.49463435578286,-3.640329088288031,2.013890941722143,2.197156329054183,0.65,0.6714285714285715,0.0,0.10350983390135315,7,strategyqa,stable
91,Can the majority of vowels be typed on the first line of a QWERTY keyboard?,yes,0.0,0.0,0.14285714285714285,0.2857142857142857,1.0,0.7142857142857143,-1.000088900581841e-12,0.7963116401708129,0.0,0.0,-2.7525335038726624,-2.752990177666836,2.5188589841478355,1.5073445803360705,0.6857142857142858,0.6214285714285716,0.11443442705426585,0.14960264830861913,7,strategyqa,stable
92,Is it more expensive to run for President of India than to buy a new iPhone 11?,no,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.42857142857142855,1.0042424730510766,1.0042424730510766,0.0,0.42857142857142855,-2.032376425562655,-3.7548708230772765,2.4972044203599286,2.7796195676656352,0.6642857142857144,0.692857142857143,0.13451854182690984,0.10578504710249075,7,strategyqa,stable
93,Can the Very Large Telescope observe the largest mountain on Earth?,no,0.8571428571428571,0.7142857142857143,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9556998911095345,0.41011631828640904,0.14285714285714285,0.2857142857142857,-1.769726344499905,-3.622275215999111,2.044688001408029,2.3418173535975884,0.6714285714285715,0.65,0.056694670951384085,0.08660254037844388,7,strategyqa,stable
94,Does highest US Court have enough seats for every Prime Minister of the United Kingdom since 1952?,no,0.8571428571428571,0.5714285714285714,1.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.9556998911095345,0.41011631828640904,0.0,0.2857142857142857,-3.270558493343278,-2.8978860037325993,2.343374344935151,1.4119061896860718,0.6857142857142857,0.7285714285714286,0.06267831705280084,0.07559289460184544,7,strategyqa,stable
95,Would Quiet from Metal Gear be a poor hypothetical choice for lecturer at Haub?,yes,0.0,0.0,0.7142857142857143,0.0,1.0,0.8571428571428571,-1.000088900581841e-12,0.5982695885832573,0.0,0.0,-1.618756430470587,-3.5551152909435,2.1755520761953373,1.9931750910260404,0.65,0.6357142857142858,0.0,0.0944911182523068,7,strategyqa,stable
96,Does Post Malone have a fear of needles?,no,0.7142857142857143,0.5714285714285714,0.7142857142857143,1.0,0.7142857142857143,0.5714285714285714,0.9556998911095345,0.5982695885832573,0.0,0.14285714285714285,-2.522115434867946,-2.9558230808381287,2.4202612878466687,1.6175077468661094,0.6357142857142858,0.65,0.11801936887041647,0.08660254037844388,7,strategyqa,stable
97,Did Al-Farabi ever meet Mohammed?,no,1.0,0.8571428571428571,1.0,0.7142857142857143,1.0,0.8571428571428571,0.41011631828640904,0.5982695885832573,0.0,0.14285714285714285,-3.459120614086519,-3.01727730880004,2.1247588000886997,2.0732610331473693,0.6785714285714286,0.6714285714285715,0.04879500364742663,0.10350983390135313,7,strategyqa,stable
98,Can monkeys use QWERTY keyboards?,yes,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.9556998911095345,1.0042424730510766,0.2857142857142857,0.14285714285714285,-3.0144364491810145,-3.4988474163124548,3.051104578357237,2.213021023777245,0.6714285714285715,0.7142857142857143,0.056694670951384085,0.08017837257372734,7,strategyqa,stable
99,Do Australians ride Kangaroos to work?,no,1.0,0.7142857142857143,1.0,1.0,1.0,0.7142857142857143,0.5982695885832573,-1.000088900581841e-12,0.0,0.2857142857142857,-3.6336778902952553,-3.5754601613721704,3.1471972754375366,2.0031178110679733,0.6714285714285715,0.6714285714285715,0.056694670951384085,0.056694670951384085,7,strategyqa,stable
100,Can a student from Smithtown's Cleary School understand the speech of a French person?,no,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5982695885832573,1.277034259462139,0.0,0.0,-1.920496259385054,-2.504340580495833,2.255452841826424,1.7918549115519997,0.692857142857143,0.6714285714285715,0.1618347187425374,0.10350983390135315,7,strategyqa,stable
101,Would a Catholic priest commend someone's pride?,no,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.41011631828640904,1.2770342594621393,0.0,0.0,-2.328799656426956,-2.293628147642546,1.9119186090190594,1.7544286609017186,0.6214285714285716,0.6785714285714286,0.04879500364742664,0.09063269671749657,7,strategyqa,stable
102,Was Iggy Pop named after his father?,yes,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,-1.000088900581841e-12,0.7963116401708129,0.0,0.0,-3.147512708303165,-3.2129625591952027,2.1184269657007055,1.9650203165932096,0.65,0.6571428571428573,0.12583057392117916,0.07319250547114,7,strategyqa,stable
103,Would fans of Jonathan Larson be unaware of HIV?,no,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.9556998911095345,0.7963116401708129,0.14285714285714285,0.2857142857142857,-2.316699436696792,-2.763530731153032,2.2214255103582206,1.809562598822619,0.65,0.6214285714285716,0.0,0.12198750911856664,7,strategyqa,stable
104,Did the Nazis use the Hammer and sickle flag?,no,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,0.41011631828640904,0.41011631828640904,0.0,0.14285714285714285,-3.451578412590062,-2.6272490364829655,2.635934115812145,1.508497771757392,0.6714285714285715,0.65,0.056694670951384085,0.08660254037844388,7,strategyqa,stable
105,Tata Hexa can accomodate every Spice Girl?,yes,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.41011631828640904,0.5982695885832573,0.0,0.0,-2.866391318123161,-2.3633749825294075,2.2376899058859556,1.7024643065573233,0.6357142857142858,0.6428571428571429,0.09449111825230681,0.1397276262011544,7,strategyqa,stable
106,Could the moon fit inside the Black Sea?,no,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,1.2770342594621393,0.9556998911095345,0.42857142857142855,0.14285714285714285,-1.3616207667525206,-2.2989403860594915,2.546531638336012,1.32031091265679,0.6142857142857142,0.6642857142857144,0.10690449676496977,0.10293317295817755,7,strategyqa,moderately stable
107,Has the creator of Futurama lived in multiple centuries?,yes,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.7142857142857143,0.2857142857142857,0.7963116401708129,0.41011631828640904,0.14285714285714285,0.0,-2.6842591421425657,-3.164887019515771,2.1496171234245507,1.4425991135188685,0.6642857142857144,0.6071428571428571,0.0944911182523068,0.11338934190276821,7,strategyqa,stable
108,Is it okay to lie after taking an oath in a court of law?,no,1.0,1.0,1.0,1.0,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,-3.600019727117804,-4.755563462835091,2.8292367792626387,2.3822529084397646,0.6357142857142858,0.6714285714285715,0.03779644730092271,0.12535663410560174,7,strategyqa,stable
109,Could Carl Friedrich Gauss speak to someone 100 miles away?,no,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.3517839942856458,1.0042424730510766,0.2857142857142857,0.2857142857142857,-1.6473448616773554,-3.244561876472525,2.5840392209922105,2.116417064504324,0.6571428571428573,0.6714285714285715,0.13363062095621223,0.10350983390135315,7,strategyqa,moderately stable
110,Can Family of Barack Obama ride comfortably in 2020 Jaguar F Type?,no,1.0,0.7142857142857143,0.5714285714285714,1.0,1.0,0.7142857142857143,0.5982695885832573,0.6829081046984717,0.0,0.2857142857142857,-2.3389265877333947,-3.6677829195350533,2.374538384405776,2.277622307733162,0.6714285714285715,0.692857142857143,0.056694670951384085,0.07319250547113998,7,strategyqa,stable
111,Can eating grapefruit kill besides allergies or choking?,yes,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.5982695885832573,0.5982695885832573,0.0,0.0,-1.2294932774010179,-3.3543128965725577,2.040526696224593,2.3006104693434732,0.6357142857142858,0.6571428571428573,0.03779644730092271,0.1336306209562122,7,strategyqa,stable
112,Was  Godfrey of Bouillon an Islamaphobe?,yes,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.41011631828640904,0.9556998911095345,0.14285714285714285,0.0,-2.108113425086588,-2.9400029863154993,2.2333561708843104,1.5609807691778392,0.6142857142857142,0.5928571428571429,0.09449111825230681,0.07319250547113999,7,strategyqa,stable
113,Could Durian cause someone's stomach to feel unwell?,yes,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.42857142857142855,1.0042424730510766,1.0042424730510766,0.0,0.42857142857142855,-0.5413153512212192,-2.6341247557989385,3.649435154261782,2.6504915519266428,0.6714285714285715,0.6357142857142858,0.05669467095138409,0.09449111825230681,7,strategyqa,stable
114,"During the pandemic, is door to door advertising considered inconsiderate?",yes,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.41011631828640904,0.41011631828640904,0.0,0.0,-0.803733825676394,-2.704654148588833,2.0992302724738576,1.8513118138151745,0.6285714285714287,0.6285714285714287,0.05669467095138409,0.05669467095138409,7,strategyqa,stable
115,Can a Sphynx cat be used for wool?,no,1.0,1.0,1.0,1.0,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,-3.514993394869837,-3.131105150429106,2.807182149640802,1.7771586660118557,0.65,0.6714285714285715,0.0,0.05669467095138409,7,strategyqa,stable
116,Is Menthol associated with Thanksgiving?,no,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0789922078745833,0.7963116401708129,0.0,0.42857142857142855,-2.5548291887144075,-3.272865840291788,2.0362319975679095,1.8495814821313694,0.6714285714285715,0.692857142857143,0.056694670951384085,0.07319250547113998,7,strategyqa,stable
117,Can someone sell their time through the Toronto Star?,yes,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.7142857142857143,0.5714285714285714,1.0042424730510766,0.6829081046984717,0.42857142857142855,0.0,-1.9019824436252775,-2.9804752894369164,2.6841047383392085,1.3790748286111005,0.6214285714285716,0.692857142857143,0.12198750911856665,0.11338934190276818,7,strategyqa,stable
118,Would John the Baptist be invited to a hypothetical cephalophore reunion in heaven?,no,0.5714285714285714,0.5714285714285714,0.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.277034259462139,0.41011631828640904,0.14285714285714285,0.14285714285714285,-0.8056874956343528,-2.6877108982197817,1.9317434122676471,1.72316283049225,0.65,0.6357142857142858,0.05773502691896257,0.037796447300922735,7,strategyqa,moderately stable
119,Can 200 men end to end cover Great Pyramid of Giza's base?,yes,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.7963116401708129,1.3517839942856458,0.14285714285714285,0.14285714285714285,-2.559419904297537,-2.6413203646353276,3.0935240870866836,2.1210816411703624,0.5428571428571429,0.6714285714285715,0.1835496559257908,0.1728610782708253,7,strategyqa,flip-prone
